customer_id,last_order_time,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment_name,purchase,view,favorite,cart,unique_product_count,conversion_rate,cluster_id,cluster_name
14282,2011-11-17 13:38:00,18,2,838.9,5,5,5,15,high_value,23,0,0,0,19,0.0,2,growth_potential
15311,2011-10-26 13:45:00,40,3,1189.01,5,5,5,15,high_value,48,0,0,0,43,0.0,2,growth_potential
12709,2011-03-01 12:09:00,279,2,1807.9,4,5,5,14,high_value,28,0,0,0,19,0.0,2,growth_potential
14233,2011-05-12 10:45:00,207,2,858.25,4,5,5,14,high_value,14,0,0,0,13,0.0,2,growth_potential
12744,2011-10-19 11:18:00,47,1,6068.0599999999995,5,3,5,13,key_development,2,0,0,0,1,0.0,2,growth_potential
15838,2011-09-23 09:19:00,73,1,3187.12,5,3,5,13,key_development,17,0,0,0,17,0.0,2,growth_potential
17850,2010-12-01 08:26:00,369,2,832.02,3,5,5,13,ordinary,43,0,0,0,34,0.0,2,growth_potential
15769,2011-08-24 12:51:00,103,1,2597.0,4,3,5,12,key_development,7,0,0,0,7,0.0,2,growth_potential
14911,2011-09-27 11:10:00,69,7,5211.83,5,5,5,15,high_value,128,0,0,0,124,0.0,3,high_value
15113,2011-10-16 15:27:00,49,1,2242.69,5,3,5,13,key_development,75,0,0,0,68,0.0,1,ordinary
17841,2011-05-19 13:57:00,200,2,500.07,4,5,4,13,high_value,134,0,0,0,127,0.0,1,ordinary
12381,2011-08-12 09:57:00,115,1,1268.74,4,3,5,12,key_development,62,0,0,0,62,0.0,1,ordinary
13521,2011-12-04 14:55:00,1,1,436.82,5,3,4,12,key_development,127,0,0,0,116,0.0,1,ordinary
14057,2011-02-18 11:27:00,290,1,623.78,4,3,5,12,key_development,58,0,0,0,57,0.0,1,ordinary
16843,2011-07-28 14:03:00,130,1,1024.44,4,3,5,12,key_development,53,0,0,0,53,0.0,1,ordinary
