customer_id,product_id,score,reason
12381,23497,0.583514,multi_behavior_sequence
12381,23077,0.559202,multi_behavior_sequence
12381,23552,0.542473,multi_behavior_sequence
12381,84836,0.520462,multi_behavior_sequence
12381,22847,0.506825,multi_behavior_sequence
12381,22653,0.498868,multi_behavior_sequence
12381,22726,0.494793,multi_behavior_sequence
12381,23535,0.473593,multi_behavior_sequence
12381,22730,0.465958,multi_behavior_sequence
12381,23312,0.463027,multi_behavior_sequence
12410,22114,0.689568,multi_behavior_sequence
12410,21930,0.63448,multi_behavior_sequence
12410,23194,0.625673,multi_behavior_sequence
12410,22467,0.605322,multi_behavior_sequence
12410,23275,0.557011,multi_behavior_sequence
12410,23581,0.556974,multi_behavior_sequence
12410,82552,0.536476,multi_behavior_sequence
12410,84029G,0.502638,multi_behavior_sequence
12410,21770,0.48612,multi_behavior_sequence
12410,22381,0.485725,multi_behavior_sequence
12413,22178,0.522752,multi_behavior_sequence
12413,21931,0.504022,multi_behavior_sequence
12413,21930,0.486864,multi_behavior_sequence
12413,23275,0.472952,multi_behavior_sequence
12413,23390,0.449709,multi_behavior_sequence
12413,20727,0.439997,multi_behavior_sequence
12413,23581,0.438371,multi_behavior_sequence
12413,22728,0.436966,multi_behavior_sequence
12413,23571,0.433036,multi_behavior_sequence
12413,22960,0.430646,multi_behavior_sequence
12425,22356,0.450403,multi_behavior_sequence
12425,20724,0.43496,multi_behavior_sequence
12425,22086,0.403397,multi_behavior_sequence
12425,22694,0.39822,multi_behavior_sequence
12425,22835,0.398024,multi_behavior_sequence
12425,21169,0.39626,multi_behavior_sequence
12425,23084,0.381316,multi_behavior_sequence
12425,21819,0.373283,multi_behavior_sequence
12425,23101,0.36854,multi_behavior_sequence
12425,23396,0.367162,multi_behavior_sequence
12430,22697,0.554573,multi_behavior_sequence
12430,23084,0.540367,multi_behavior_sequence
12430,22835,0.517751,multi_behavior_sequence
12430,47591D,0.49046,multi_behavior_sequence
12430,23571,0.471076,multi_behavior_sequence
12430,22382,0.4363,multi_behavior_sequence
12430,21030,0.420153,multi_behavior_sequence
12430,23494,0.407706,multi_behavior_sequence
12430,22720,0.406927,multi_behavior_sequence
12430,84347,0.404948,multi_behavior_sequence
12510,84947,0.487327,multi_behavior_sequence
12510,23328,0.483742,multi_behavior_sequence
12510,22578,0.478476,multi_behavior_sequence
12510,23480,0.471617,multi_behavior_sequence
12510,35970,0.452342,multi_behavior_sequence
12510,22960,0.452054,multi_behavior_sequence
12510,21790,0.44846,multi_behavior_sequence
12510,23084,0.439561,multi_behavior_sequence
12510,85099B,0.427801,multi_behavior_sequence
12510,23570,0.422818,multi_behavior_sequence
12592,22960,0.577196,multi_behavior_sequence
12592,23328,0.384866,multi_behavior_sequence
12592,23581,0.364166,multi_behavior_sequence
12592,22086,0.353123,multi_behavior_sequence
12592,22578,0.333615,multi_behavior_sequence
12592,21819,0.330611,multi_behavior_sequence
12592,21930,0.329733,multi_behavior_sequence
12592,22720,0.324531,multi_behavior_sequence
12592,22111,0.32302,multi_behavior_sequence
12592,23552,0.314366,multi_behavior_sequence
12598,21931,0.761904,multi_behavior_sequence
12598,22992,0.673384,multi_behavior_sequence
12598,22555,0.581424,multi_behavior_sequence
12598,85099B,0.57331,multi_behavior_sequence
12598,85099C,0.569731,multi_behavior_sequence
12598,21915,0.541395,multi_behavior_sequence
12598,84347,0.534745,multi_behavior_sequence
12598,22082,0.527763,multi_behavior_sequence
12598,21928,0.517094,multi_behavior_sequence
12598,22904,0.50468,multi_behavior_sequence
12600,23480,0.63887,multi_behavior_sequence
12600,23084,0.599785,multi_behavior_sequence
12600,23296,0.544942,multi_behavior_sequence
12600,20679,0.526553,multi_behavior_sequence
12600,84032B,0.522225,multi_behavior_sequence
12600,23569,0.485406,multi_behavior_sequence
12600,23294,0.483646,multi_behavior_sequence
12600,21030,0.48332,multi_behavior_sequence
12600,22356,0.480637,multi_behavior_sequence
12600,22355,0.476473,multi_behavior_sequence
12709,82552,0.51531,multi_behavior_sequence
12709,23571,0.497716,multi_behavior_sequence
12709,21930,0.477073,multi_behavior_sequence
12709,23192,0.459333,multi_behavior_sequence
12709,23581,0.456278,multi_behavior_sequence
12709,16237,0.444297,multi_behavior_sequence
12709,21899,0.441533,multi_behavior_sequence
12709,21901,0.437965,multi_behavior_sequence
12709,21756,0.415242,multi_behavior_sequence
12709,22138,0.399191,multi_behavior_sequence
12724,23397,0.544277,multi_behavior_sequence
12724,85099B,0.531455,multi_behavior_sequence
12724,22816,0.527573,multi_behavior_sequence
12724,23480,0.519435,multi_behavior_sequence
12724,21931,0.49555,multi_behavior_sequence
12724,23570,0.480292,multi_behavior_sequence
12724,22488,0.474309,multi_behavior_sequence
12724,23485,0.467454,multi_behavior_sequence
12724,23144,0.457386,multi_behavior_sequence
12724,22555,0.442957,multi_behavior_sequence
12744,22960,0.487558,multi_behavior_sequence
12744,20713,0.484777,multi_behavior_sequence
12744,22835,0.474168,multi_behavior_sequence
12744,23203,0.398809,multi_behavior_sequence
12744,22111,0.383038,multi_behavior_sequence
12744,23480,0.378089,multi_behavior_sequence
12744,84347,0.377801,multi_behavior_sequence
12744,22386,0.377401,multi_behavior_sequence
12744,22356,0.375835,multi_behavior_sequence
12744,23569,0.350736,multi_behavior_sequence
12748,21754,0.645283,multi_behavior_sequence
12748,22411,0.542828,multi_behavior_sequence
12748,21326,0.498697,multi_behavior_sequence
12748,84836,0.492754,multi_behavior_sequence
12748,82552,0.487287,multi_behavior_sequence
12748,23202,0.486846,multi_behavior_sequence
12748,23206,0.48439,multi_behavior_sequence
12748,20727,0.483296,multi_behavior_sequence
12748,23390,0.482483,multi_behavior_sequence
12748,23199,0.481437,multi_behavior_sequence
12826,23201,0.483438,multi_behavior_sequence
12826,23203,0.463669,multi_behavior_sequence
12826,85099B,0.453031,multi_behavior_sequence
12826,23581,0.446422,multi_behavior_sequence
12826,20727,0.445085,multi_behavior_sequence
12826,85099F,0.437526,multi_behavior_sequence
12826,22356,0.422516,multi_behavior_sequence
12826,21326,0.4135,multi_behavior_sequence
12826,20713,0.413082,multi_behavior_sequence
12826,21930,0.409983,multi_behavior_sequence
12880,21530,0.420403,multi_behavior_sequence
12880,23275,0.408108,multi_behavior_sequence
12880,22488,0.391711,multi_behavior_sequence
12880,23480,0.380445,multi_behavior_sequence
12880,22620,0.368724,multi_behavior_sequence
12880,22663,0.366816,multi_behavior_sequence
12880,20713,0.364283,multi_behavior_sequence
12880,23215,0.361125,multi_behavior_sequence
12880,23390,0.352954,multi_behavior_sequence
12880,23389,0.339918,multi_behavior_sequence
12901,21914,0.576977,multi_behavior_sequence
12901,23552,0.557028,multi_behavior_sequence
12901,21754,0.511198,multi_behavior_sequence
12901,23199,0.47939,multi_behavior_sequence
12901,35970,0.469358,multi_behavior_sequence
