customer_id,product_id,score,reason
12381,22076,46.888912,association:35471D
12381,84988,46.888912,association:21912
12381,22931,46.888912,association:22932
12381,23294,39.5625,association:23293
12381,23296,39.5625,association:23293
12381,22549,35.655108,association:22634
12381,23254,35.655108,association:22629
12381,23256,35.655108,association:22629
12381,21777,32.96875,association:22634
12381,23388,31.259275,association:23108
12410,22624,6.752,association:22191
12410,21756,5.626667,association:22191
12410,22114,5.626667,association:22193
12410,22467,5.626667,association:22191
12410,22138,4.22,association:22191
12413,85014B,31.259275,association:85014A
12413,22635,29.230493,association:22138
12413,22272,26.375,association:22273
12413,22582,24.924375,association:22634
12413,22556,19.363646,association:22634
12413,20972,17.583333,association:22273
12413,21982,17.583333,association:21936
12413,22745,16.88,association:22748
12413,22746,16.88,association:22748
12413,22747,16.88,association:22748
12425,21983,46.908441,association:22355
12425,22608,46.888912,association:47504K
12425,84507C,46.888912,association:21715
12425,21873,31.259275,association:22117
12425,22609,31.259275,association:47504K
12425,21078,29.305565,association:85049F
12425,85049B,26.375,association:85049F
12425,22623,26.375,association:22405
12425,22077,24.421304,association:85049F
12425,22380,23.444456,association:22422
12430,22090,29.305565,association:23144
12430,21172,26.558165,association:23145
12430,22562,23.324824,association:22585
12430,21326,17.583333,association:23144
12430,22563,17.493618,association:22585
12430,23108,16.994824,association:POST
12430,23346,16.994824,association:POST
12430,35471D,15.649166,association:84380
12430,23084,13.396832,association:23480
12430,22418,12.834395,association:84380
12510,15044A,46.888912,association:15044D
12510,21703,31.584871,association:21915
12510,21877,29.305562,association:20969
12510,21832,27.750575,association:20750
12510,21070,26.375,association:22904
12510,21932,26.049392,association:20719
12510,21933,18.755565,association:20717
12510,21934,15.792436,association:20719
12510,84947,15.792436,association:21914
12510,21891,15.738162,association:21915
12598,22629,41.760434,association:22635
12598,84715,34.987236,association:22620
12598,21777,32.96875,association:22634
12598,22329,31.259275,association:22636
12598,23346,31.259275,association:23108
12598,23192,31.259275,association:23571
12598,22557,24.421304,association:22617
12598,22734,21.979167,association:22634
12598,22535,21.979167,association:22634
12598,22945,21.979167,association:22634
12600,15056P,8.612236,association:15056BL
12600,22964,7.751013,association:POST
12600,21655,5.741491,association:15056BL
12600,23108,5.741491,association:POST
12600,23346,5.741491,association:POST
12600,20679,4.306118,association:15056BL
12600,15056N,4.306118,association:15056BL
12600,21186,3.444895,association:15056BL
12600,22418,3.444895,association:POST
12600,22630,3.444895,association:POST
12709,84596E,46.888912,association:20675
12709,22030,31.259275,association:22333
12709,22718,31.259275,association:22333
12709,20674,31.259275,association:20675
12709,20676,30.352189,association:20675
12709,21094,27.682214,association:21080
12709,20677,18.755565,association:20675
12709,21509,18.219689,association:20979
12709,22755,17.583333,association:21242
12709,21559,16.955357,association:21242
12724,22900,39.074082,association:22631
12724,23345,31.259275,association:23346
12724,85132C,31.259275,association:23346
12724,22635,26.741331,association:22629
12724,23199,25.507565,association:22630
12724,84997C,24.421287,association:84997D
12724,22131,15.629614,association:84997D
12724,22385,15.071429,association:23390
12724,23202,15.071429,association:23390
12724,22418,12.834395,association:22629
12748,84997D,24.421287,association:84997C
