customer_id,product_id,score,reason
12346,23084,73.252264,popular_item
12346,22086,60.454943,popular_item
12346,22720,55.763591,popular_item
12346,85099B,51.142855,popular_item
12346,23344,50.988289,popular_item
12346,23202,49.01615,popular_item
12346,22138,48.821645,popular_item
12346,23355,48.642373,popular_item
12346,23301,47.354162,popular_item
12346,23203,47.131138,popular_item
12347,23084,73.252264,popular_item
12347,22086,60.454943,popular_item
12347,22720,55.763591,popular_item
12347,85099B,51.142855,popular_item
12347,23344,50.988289,popular_item
12347,23202,49.01615,popular_item
12347,22138,48.821645,popular_item
12347,23355,48.642373,popular_item
12347,23301,47.354162,popular_item
12347,23203,47.131138,popular_item
12358,23084,73.252264,popular_item
12358,22086,60.454943,popular_item
12358,22720,55.763591,popular_item
12358,85099B,51.142855,popular_item
12358,23344,50.988289,popular_item
12358,23202,49.01615,popular_item
12358,22138,48.821645,popular_item
12358,23355,48.642373,popular_item
12358,23301,47.354162,popular_item
12358,23203,47.131138,popular_item
12359,23084,73.252264,popular_item
12359,22086,60.454943,popular_item
12359,85099B,51.142855,popular_item
12359,23344,50.988289,popular_item
12359,23202,49.01615,popular_item
12359,22138,48.821645,popular_item
12359,23355,48.642373,popular_item
12359,23301,47.354162,popular_item
12359,23203,47.131138,popular_item
12359,21790,45.295989,popular_item
12360,23084,73.252264,popular_item
12360,22086,60.454943,popular_item
12360,22720,55.763591,popular_item
12360,85099B,51.142855,popular_item
12360,23344,50.988289,popular_item
12360,23202,49.01615,popular_item
12360,22138,48.821645,popular_item
12360,23355,48.642373,popular_item
12360,23301,47.354162,popular_item
12360,23203,47.131138,popular_item
12362,23084,73.252264,popular_item
12362,22086,60.454943,popular_item
12362,22720,55.763591,popular_item
12362,85099B,51.142855,popular_item
12362,23344,50.988289,popular_item
12362,23202,49.01615,popular_item
12362,22138,48.821645,popular_item
12362,23355,48.642373,popular_item
12362,23301,47.354162,popular_item
12362,21790,45.295989,popular_item
12373,23084,73.252264,popular_item
12373,22086,60.454943,popular_item
12373,22720,55.763591,popular_item
12373,23344,50.988289,popular_item
12373,23202,49.01615,popular_item
12373,22138,48.821645,popular_item
12373,23355,48.642373,popular_item
12373,23301,47.354162,popular_item
12373,23203,47.131138,popular_item
12373,21790,45.295989,popular_item
12376,23084,73.252264,popular_item
12376,22086,60.454943,popular_item
12376,22720,55.763591,popular_item
12376,85099B,51.142855,popular_item
12376,23344,50.988289,popular_item
12376,23202,49.01615,popular_item
12376,22138,48.821645,popular_item
12376,23355,48.642373,popular_item
12376,23301,47.354162,popular_item
12376,23203,47.131138,popular_item
12377,23084,73.252264,popular_item
12377,22086,60.454943,popular_item
12377,22720,55.763591,popular_item
12377,85099B,51.142855,popular_item
12377,23344,50.988289,popular_item
12377,23202,49.01615,popular_item
12377,22138,48.821645,popular_item
12377,23355,48.642373,popular_item
12377,23301,47.354162,popular_item
12377,23203,47.131138,popular_item
12381,23084,73.252264,popular_item
12381,22086,60.454943,popular_item
12381,85099B,51.142855,popular_item
12381,23344,50.988289,popular_item
12381,23202,49.01615,popular_item
12381,22138,48.821645,popular_item
12381,23355,48.642373,popular_item
12381,23301,47.354162,popular_item
12381,23203,47.131138,popular_item
12381,21790,45.295989,popular_item
12388,23084,73.252264,popular_item
12388,22720,55.763591,popular_item
12388,85099B,51.142855,popular_item
12388,23344,50.988289,popular_item
12388,23202,49.01615,popular_item
12388,22138,48.821645,popular_item
12388,23355,48.642373,popular_item
12388,23301,47.354162,popular_item
12388,23203,47.131138,popular_item
12388,21790,45.295989,popular_item
12410,23084,73.252264,popular_item
12410,22086,60.454943,popular_item
12410,22720,55.763591,popular_item
12410,85099B,51.142855,popular_item
12410,23344,50.988289,popular_item
12410,23202,49.01615,popular_item
12410,22138,48.821645,popular_item
12410,23355,48.642373,popular_item
12410,23301,47.354162,popular_item
12410,23203,47.131138,popular_item
12413,23084,73.252264,popular_item
12413,22086,60.454943,popular_item
12413,22720,55.763591,popular_item
12413,23344,50.988289,popular_item
12413,23202,49.01615,popular_item
12413,23355,48.642373,popular_item
12413,23301,47.354162,popular_item
12413,23203,47.131138,popular_item
12413,21790,45.295989,popular_item
12413,22726,39.49505,popular_item
12423,23084,73.252264,popular_item
12423,22086,60.454943,popular_item
12423,22720,55.763591,popular_item
12423,85099B,51.142855,popular_item
12423,23344,50.988289,popular_item
12423,23202,49.01615,popular_item
12423,22138,48.821645,popular_item
12423,23355,48.642373,popular_item
12423,23301,47.354162,popular_item
12423,23203,47.131138,popular_item
12425,23084,73.252264,popular_item
12425,22086,60.454943,popular_item
12425,22720,55.763591,popular_item
12425,85099B,51.142855,popular_item
12425,23344,50.988289,popular_item
12425,23202,49.01615,popular_item
12425,22138,48.821645,popular_item
12425,23355,48.642373,popular_item
12425,23301,47.354162,popular_item
12425,23203,47.131138,popular_item
12429,23084,73.252264,popular_item
12429,22086,60.454943,popular_item
12429,22720,55.763591,popular_item
12429,85099B,51.142855,popular_item
12429,23344,50.988289,popular_item
12429,23202,49.01615,popular_item
12429,22138,48.821645,popular_item
12429,23355,48.642373,popular_item
12429,23301,47.354162,popular_item
12429,23203,47.131138,popular_item
12430,23084,73.252264,popular_item
12430,22086,60.454943,popular_item
12430,22720,55.763591,popular_item
12430,85099B,51.142855,popular_item
12430,23344,50.988289,popular_item
12430,23202,49.01615,popular_item
12430,22138,48.821645,popular_item
12430,23355,48.642373,popular_item
12430,23301,47.354162,popular_item
12430,23203,47.131138,popular_item
12439,23084,73.252264,popular_item
12439,22086,60.454943,popular_item
12439,22720,55.763591,popular_item
12439,85099B,51.142855,popular_item
12439,23344,50.988289,popular_item
12439,23202,49.01615,popular_item
12439,22138,48.821645,popular_item
12439,23355,48.642373,popular_item
12439,23301,47.354162,popular_item
12439,23203,47.131138,popular_item
12455,23084,73.252264,popular_item
12455,22086,60.454943,popular_item
12455,22720,55.763591,popular_item
12455,85099B,51.142855,popular_item
12455,23344,50.988289,popular_item
12455,23202,49.01615,popular_item
12455,22138,48.821645,popular_item
12455,23355,48.642373,popular_item
12455,23301,47.354162,popular_item
12455,23203,47.131138,popular_item
12471,23084,73.252264,popular_item
12471,22086,60.454943,popular_item
12471,22720,55.763591,popular_item
12471,85099B,51.142855,popular_item
12471,23344,50.988289,popular_item
12471,23202,49.01615,popular_item
12471,22138,48.821645,popular_item
12471,23355,48.642373,popular_item
12471,23301,47.354162,popular_item
12471,23203,47.131138,popular_item
12476,23084,73.252264,popular_item
12476,22086,60.454943,popular_item
12476,22720,55.763591,popular_item
12476,85099B,51.142855,popular_item
12476,23344,50.988289,popular_item
12476,23202,49.01615,popular_item
12476,22138,48.821645,popular_item
12476,23355,48.642373,popular_item
12476,23301,47.354162,popular_item
12476,23203,47.131138,popular_item
12482,23084,73.252264,popular_item
12482,22086,60.454943,popular_item
12482,22720,55.763591,popular_item
12482,85099B,51.142855,popular_item
12482,23344,50.988289,popular_item
12482,23202,49.01615,popular_item
12482,22138,48.821645,popular_item
12482,23355,48.642373,popular_item
12482,23301,47.354162,popular_item
12482,23203,47.131138,popular_item
12484,23084,73.252264,popular_item
12484,22086,60.454943,popular_item
12484,22720,55.763591,popular_item
12484,85099B,51.142855,popular_item
12484,23344,50.988289,popular_item
12484,23202,49.01615,popular_item
12484,22138,48.821645,popular_item
12484,23355,48.642373,popular_item
12484,23301,47.354162,popular_item
12484,23203,47.131138,popular_item
12490,22086,60.454943,popular_item
12490,22720,55.763591,popular_item
12490,23344,50.988289,popular_item
12490,23202,49.01615,popular_item
12490,22138,48.821645,popular_item
12490,23355,48.642373,popular_item
12490,23301,47.354162,popular_item
12490,21790,45.295989,popular_item
12490,22726,39.49505,popular_item
12490,23343,38.170125,popular_item
12493,23084,73.252264,popular_item
12493,22086,60.454943,popular_item
12493,22720,55.763591,popular_item
12493,85099B,51.142855,popular_item
12493,23344,50.988289,popular_item
12493,23202,49.01615,popular_item
12493,22138,48.821645,popular_item
12493,23355,48.642373,popular_item
12493,23301,47.354162,popular_item
12493,23203,47.131138,popular_item
12510,23084,73.252264,popular_item
12510,22086,60.454943,popular_item
12510,22720,55.763591,popular_item
12510,85099B,51.142855,popular_item
12510,23344,50.988289,popular_item
12510,23202,49.01615,popular_item
12510,22138,48.821645,popular_item
12510,23355,48.642373,popular_item
12510,23301,47.354162,popular_item
12510,23203,47.131138,popular_item
12551,23084,73.252264,popular_item
12551,22086,60.454943,popular_item
12551,22720,55.763591,popular_item
12551,23344,50.988289,popular_item
12551,23202,49.01615,popular_item
12551,22138,48.821645,popular_item
12551,23355,48.642373,popular_item
12551,23301,47.354162,popular_item
12551,23203,47.131138,popular_item
12551,21790,45.295989,popular_item
12553,23084,73.252264,popular_item
12553,22086,60.454943,popular_item
12553,22720,55.763591,popular_item
12553,23344,50.988289,popular_item
12553,22138,48.821645,popular_item
12553,23355,48.642373,popular_item
12553,23301,47.354162,popular_item
12553,23203,47.131138,popular_item
12553,21790,45.295989,popular_item
12553,22726,39.49505,popular_item
12561,23084,73.252264,popular_item
12561,22086,60.454943,popular_item
12561,22720,55.763591,popular_item
12561,85099B,51.142855,popular_item
12561,23344,50.988289,popular_item
12561,23202,49.01615,popular_item
12561,22138,48.821645,popular_item
12561,23355,48.642373,popular_item
12561,23301,47.354162,popular_item
12561,23203,47.131138,popular_item
12567,23084,73.252264,popular_item
12567,22086,60.454943,popular_item
12567,22720,55.763591,popular_item
12567,85099B,51.142855,popular_item
12567,23344,50.988289,popular_item
12567,23202,49.01615,popular_item
12567,22138,48.821645,popular_item
12567,23355,48.642373,popular_item
12567,23301,47.354162,popular_item
12567,23203,47.131138,popular_item
12569,23084,73.252264,popular_item
12569,22086,60.454943,popular_item
12569,22720,55.763591,popular_item
12569,85099B,51.142855,popular_item
12569,23344,50.988289,popular_item
12569,23202,49.01615,popular_item
12569,22138,48.821645,popular_item
12569,23355,48.642373,popular_item
12569,23301,47.354162,popular_item
12569,23203,47.131138,popular_item
12576,23084,73.252264,popular_item
12576,22086,60.454943,popular_item
12576,22720,55.763591,popular_item
12576,85099B,51.142855,popular_item
12576,23344,50.988289,popular_item
12576,23202,49.01615,popular_item
12576,22138,48.821645,popular_item
12576,23355,48.642373,popular_item
12576,23301,47.354162,popular_item
12576,23203,47.131138,popular_item
12583,23084,73.252264,popular_item
12583,22086,60.454943,popular_item
12583,22720,55.763591,popular_item
12583,85099B,51.142855,popular_item
12583,23344,50.988289,popular_item
12583,23202,49.01615,popular_item
12583,22138,48.821645,popular_item
12583,23355,48.642373,popular_item
12583,23301,47.354162,popular_item
12583,23203,47.131138,popular_item
12584,23084,73.252264,popular_item
12584,22086,60.454943,popular_item
12584,85099B,51.142855,popular_item
12584,23344,50.988289,popular_item
