customer_id,product_id,score,reason
C001,P008,8.25241,popular_item
C001,P006,7.26843,popular_item
C001,P002,6.927659,popular_item
C001,P010,3.314907,popular_item
C001,P005,2.755361,popular_item
C001,P007,2.491707,popular_item
C001,P009,0.520598,popular_item
C002,P004,10.558247,popular_item
C002,P008,8.25241,popular_item
C002,P001,7.473261,popular_item
C002,P003,4.948349,popular_item
C002,P010,3.314907,popular_item
C002,P007,2.491707,popular_item
C002,P009,0.520598,popular_item
C003,P008,8.25241,popular_item
C003,P006,7.26843,popular_item
C003,P002,6.927659,popular_item
C003,P010,3.314907,popular_item
C003,P005,2.755361,popular_item
C003,P007,2.491707,popular_item
C003,P009,0.520598,popular_item
C004,P004,10.558247,popular_item
C004,P001,7.473261,popular_item
C004,P006,7.26843,popular_item
C004,P002,6.927659,popular_item
C004,P003,4.948349,popular_item
C004,P010,3.314907,popular_item
C004,P005,2.755361,popular_item
C004,P009,0.520598,popular_item
C005,P004,10.558247,popular_item
C005,P008,8.25241,popular_item
C005,P001,7.473261,popular_item
C005,P003,4.948349,popular_item
C005,P010,3.314907,popular_item
C005,P005,2.755361,popular_item
C005,P007,2.491707,popular_item
C005,P009,0.520598,popular_item
C006,P008,8.25241,popular_item
C006,P006,7.26843,popular_item
C006,P002,6.927659,popular_item
C006,P003,4.948349,popular_item
C006,P010,3.314907,popular_item
C006,P005,2.755361,popular_item
C006,P007,2.491707,popular_item
C007,P004,10.558247,popular_item
C007,P008,8.25241,popular_item
C007,P001,7.473261,popular_item
C007,P006,7.26843,popular_item
C007,P002,6.927659,popular_item
C007,P003,4.948349,popular_item
C007,P005,2.755361,popular_item
C007,P007,2.491707,popular_item
C007,P009,0.520598,popular_item
C008,P008,8.25241,popular_item
C008,P006,7.26843,popular_item
C008,P002,6.927659,popular_item
C008,P010,3.314907,popular_item
C008,P005,2.755361,popular_item
C008,P007,2.491707,popular_item
C008,P009,0.520598,popular_item
C009,P004,10.558247,popular_item
C009,P008,8.25241,popular_item
C009,P001,7.473261,popular_item
C009,P002,6.927659,popular_item
C009,P003,4.948349,popular_item
C009,P010,3.314907,popular_item
C009,P007,2.491707,popular_item
C009,P009,0.520598,popular_item
C010,P004,10.558247,popular_item
C010,P001,7.473261,popular_item
C010,P006,7.26843,popular_item
C010,P002,6.927659,popular_item
C010,P003,4.948349,popular_item
C010,P010,3.314907,popular_item
C010,P005,2.755361,popular_item
C010,P009,0.520598,popular_item
